pair,count
"('ます', '充分')",3
"('ます', '浄土')",3
"('ます', '行か')",3
"('おっしゃっ', 'ます')",3
"('あら', 'ます')",3
"('まあ', 'ます')",3
"('ます', '名前')",3
"('しばしば', 'ます')",3
"('ます', '断っ')",3
"('おく', 'ます')",3
"('ます', '呼ぶ')",3
"('ね', 'やっ')",3
"('しかし', 'ね')",3
"('少し', '野良')",3
"('短か', '野良')",3
"('過ぎ', '野良')",3
"('から', 'ちょいと')",3
"('から', '行か')",3
"('大変', '野良')",3
"('御早う', '野良')",3
"('尋ね', '野良')",3
"('し', '野良')",3
"('たら', 'ところ')",3
"('たら', '野良')",3
"('月桂', '野良')",3
"('寺', '野良')",3
"('ええ', '野良')",3
"('利目', '野良')",3
"('ある', '野良')",3
"('ある', 'なんか')",3
"('くらい', 'ところ')",3
"('ところ', '野良')",3
"('この', 'ところ')",3
"('ちょいと', '野良')",3
"('ちょいと', '吾輩')",3
"('ちょいと', 'に')",3
"('やっ', '猫')",3
"('やっ', '野良')",3
"('この', 'やっ')",3
"('おき', '野良')",3
"('まし', '野良')",3
"('なに', '野良')",3
"('猫', '野良')",3
"('あら', 'だ')",3
"('だ', '野良')",3
"('くらい', '野良')",3
"('充分', '野良')",3
"('浄土', '野良')",3
"('しかし', 'へ')",3
"('へ', '野良')",3
"('行か', '野良')",3
"('れ', '野良')",3
"('この', 'れ')",3
"('おっしゃっ', '野良')",3
"('よ', '野良')",3
"('あら', '野良')",3
"('まあ', '野良')",3
"('しかし', '野良')",3
"('この', 'しかし')",3
"('なんか', '野良')",3
"('名前', '野良')",3
"('ない', '野良')",3
"('しばしば', '野良')",3
"('断っ', '野良')",3
"('おく', '野良')",3
"('に', '野良')",3
"('この', '野良')",3
"('下女', '野良')",3
"('野良', '野良')",3
"('呼ぶ', '野良')",3
"('吾輩', '吾輩')",3
"('ほど', '主人')",3
"('劣ら', '猫')",3
"('ぬ', 'ほど')",3
"('なっ', 'ぬ')",3
"('この', '鼠')",3
"('まだ', '吾輩')",3
"('た', '取っ')",3
"('事', '取っ')",3
"('の', '取っ')",3
"('て', '取っ')",3
"('た', '一時')",3
"('た', '放逐')",3
"('た', '論')",3
"('た', '呈出')",3
"('た', '普通')",3
"('た', 'のらくら')",3
"('た', '起臥')",3
"('一時', '事')",3
"('事', '放逐')",3
"('事', '論')",3
"('事', '呈出')",3
"('事', '普通')",3
"('一般', '事')",3
"('のらくら', '事')",3
"('事', '起臥')",3
"('が', '知っ')",3
"('の', '一時')",3
"('の', '放逐')",3
"('の', '論')",3
"('の', '呈出')",3
"('の', 'のらくら')",3
"('の', '起臥')",3
"('て', '一時')",3
"('いる', '三')",3
"('もの', '三')",3
"('から', '知っ')",3
"('て', '放逐')",3
"('て', '論')",3
"('さえ', '云う')",3
"('この', 'さえ')",3
"('て', '呈出')",3
"('さ', '吾輩')",3
"('あっ', 'れ')",3
"('いる', 'れ')",3
"('あっ', '主人')",3
"('あっ', 'だ')",3
"('主人', '云う')",3
"('吾輩', '家')",3
"('て', '普通')",3
"('一般', '云う')",3
"('だ', '一般')",3
"('し', '一般')",3
"('この', '知っ')",3
"('に', '知っ')",3
"('て', 'のらくら')",3
"('て', '起臥')",3
"('いる', 'やはり')",3
"('らるる', '人間')",3
"('し', 'らるる')",3
"('て', '忘却')",3
"('事', '忘却')",3
"('は', '忘却')",3
"('くる', 'し')",3
"('より', '二')",3
"('より', '先生')",3
"('は', '足')",3
"('いつ', 'し')",3
"('人間', '間')",3
"('し', '間')",3
"('よう', '間')",3
"('なっ', '間')",3
"('など', '間')",3
"('に', '量')",3
"('か', '同族')",3
"('へ', '来')",3
"('て', '接近')",3
"('し', '同族')",3
"('し', '足')",3
"('し', '量')",3
"('て', '心持')",3
"('て', '糾合')",3
"('て', '雌雄')",3
"('て', '決しよう')",3
"('て', '量')",3
"('て', '昨今')",3
"('て', '毛頭')",3
"('よう', '先生')",3
"('な', 'なっ')",3
"('なっ', '云う')",3
"('を', '足')",3
"('を', '量')",3
"('二', '見')",3
"('ない', '二')",3
"('云う', '先生')",3
"('こう', '事')",3
"('ん', '見る')",3
"('いる', 'や')",3
"('や', '訳')",3
"('ん', '訳')",3
"('ただ', 'な')",3
"('くらい', '有し')",3
"('くらい', '一般')",3
"('を', '見識')",3
"('に', '見識')",3
"('を', '毛')",3
"('を', '生え')",3
"('を', '一言')",3
"('を', '吉備')",3
"('を', '団子')",3
"('わが', 'を')",3
"('を', '喰い')",3
"('を', '尽し')",3
"('を', '次第')",3
"('もの', '有し')",3
"('が', '有し')",3
"('児', '吾輩')",3
"('は', '児')",3
"('で', '児')",3
"('に', '毛')",3
"('に', '生え')",3
"('た', '物')",3
"('に', '一言')",3
"('に', '吉備')",3
"('に', '団子')",3
"('に', 'わが')",3
"('に', '喰い')",3
"('に', '尽し')",3
"('に', '次第')",3
"('なく', '主人')",3
"('も', '挨拶')",3
"('なく', '顔')",3
"('どこ', '吾輩')",3
"('せ', '吾輩')",3
"('いる', 'どこ')",3
"('まで', '人間')",3
"('も', '交際')",3
"('せ', '人間')",3
"('の', '交際')",3
"('し', '交際')",3
"('し', 'せ')",3
"('いい', 'いる')",3
"('から', 'や')",3
"('さ', 'れる')",3
"('だ', 'ちょっと')",3
"('さ', 'そう')",3
"('そう', '答え')",3
"('しよう', 'の')",3
"('しよう', 'は')",3
"('しよう', 'た')",3
"('が', 'しよう')",3
"('いる', 'ず')",3
"('い', 'さ')",3
"('た', '真面目')",3
"('い', '真面目')",3
"('から', '答え')",3
"('猫', '答え')",3
"('い', '答え')",3
"('が', '迷亭')",3
"('する', '迷亭')",3
"('い', 'よ')",3
"('い', 'ず')",3
"('ず', '風')",3
"('を', '捕り')",3
"('こう', 'だ')",3
"('そう', '鼠')",3
"('どう', '鼠')",3
"('です', '鼠')",3
"('捕り', '鼠')",3
"('ます', '鼠')",3
"('か', '鼠')",3
"('ばかり', '鼠')",3
"('も', '捕り')",3
"('この', 'です')",3
"('の', '奥')",3
"('で', '捕り')",3
"('の', '油断')",3
"('人間', '今')",3
"('この', '今')",3
"('の', '留守')",3
"('の', '逸話')",3
"('の', '残ら')",3
"('の', '聞い')",3
"('の', '女')",3
"('とかく', 'の')",3
"('の', '多弁')",3
"('の', '沈黙')",3
"('の', '守る')",3
"('くれる', 'の')",3
"('を', '留守')",3
"('ず', '中')",3
"('中', '人間')",3
"('しまっ', 'に')",3
"('に', '撫で')",3
"('を', '逸話')",3
"('を', '残ら')",3
"('を', '女')",3
"('とかく', 'を')",3
"('を', '多弁')",3
"('を', '沈黙')",3
"('を', '守る')",3
"('くれる', 'を')",3
"('て', '撫で')",3
"('この', 'しまっ')",3
"('しまっ', '猫')",3
"('しまっ', '主人')",3
"('ぜ', 'た')",3
"('た', '撫で')",3
"('ぜ', 'ん')",3
"('は', '撫で')",3
"('いか', 'と')",3
"('も', '頭')",3
"('この', '頭')",3
"('主人', '頭')",3
"('吾輩', '頭')",3
"('しかる', 'の')",3
"('しかる', 'ながら')",3
"('しかる', '猫')",3
"('しかる', 'で')",3
"('て', '先刻')",3
"('その', '先刻')",3
"('し', '先刻')",3
"('て', '図ら')",3
"('その', '図ら')",3
"('し', '図ら')",3
"('ず', 'ながら')",3
"('て', '鼻子')",3
"('その', '鼻子')",3
"('し', '鼻子')",3
"('て', '訪問')",3
"('その', '訪問')",3
"('し', '訪問')",3
"('その', '受け')",3
"('て', '談話')",3
"('て', '拝聴')",3
"('て', '艶美')",3
"('て', '富貴')",3
"('て', '権勢')",3
"('て', '思い浮べ')",3
"('て', '安閑')",3
"('て', '寝転ん')",3
"('ながら', '余所')",3
"('し', '余所')",3
"('余所', '猫')",3
"('た', '余所')",3
"('その', '談話')",3
"('その', '拝聴')",3
"('その', 'その')",3
"('その', '令嬢')",3
"('その', '艶美')",3
"('その', '想像')",3
"('その', '富貴')",3
"('その', '権勢')",3
"('その', '思い浮べ')",3
"('その', '安閑')",3
"('その', '椽')",3
"('その', '寝転ん')",3
"('い', 'その')",3
"('その', 'なっ')",3
"('し', '談話')",3
"('し', '拝聴')",3
"('し', '令嬢')",3
"('し', '艶美')",3
"('し', '想像')",3
"('し', '富貴')",3
"('し', '権勢')",3
"('し', '思い浮べ')",3
"('し', '安閑')",3
"('し', '寝転ん')",3
"('椽', '猫')",3
"('側', '椽')",3
"('で', '椽')",3
"('た', '椽')",3
"('た', '側')",3
"('なく', 'なっ')",3
"('は', '愚')",3
"('けれど', '猫')",3
"('エピクテタス', '猫')",3
"('叩きつける', '猫')",3
"('学者', '猫')",3
"('寄寓', '猫')",3
"('猫', '痴猫')",3
"('撰', '猫')",3
"('殊に', '猫')",3
"('けれど', 'の')",3
"('の', 'エピクテタス')",3
"('で', '少しく')",3
"('の', '叩きつける')",3
"('の', '学者')",3
"('の', '寄寓')",3
"('の', '痴猫')",3
"('の', '撰')",3
"('の', '殊に')",3
"('くらい', '上')",3
"('へ', '家')",3
"('へ', '少しく')",3
"('いる', 'へ')",3
"('な', '少しく')",3
"('人', '許諾')",3
"('人', '経')",3
"('人', '吾妻橋')",3
"('事件', '人')",3
"('人', '処')",3
"('人', '振り廻わす')",3
"('人', '軒下')",3
"('人', '犬')",3
"('人', '忍ばし')",3
"('人', '報道')",3
"('人', '得々')",3
"('人', '逢う')",3
"('人', '吹聴')",3
"('人', '車夫')",3
"('人', '馬丁')",3
"('人', '無頼')",3
"('人', '漢')",3
"('ごろつき', '人')",3
"('人', '日')",3
"('人', '雇婆')",3
"('人', '産婆')",3
"('人', '妖婆')",3
"('人', '按摩')",3
"('人', '頓馬')",3
"('人', '使用')",3
"('人', '国家')",3
"('人', '有用')",3
"('人', '材')",3
"('人', '煩')",3
"('人', '及ぼし')",3
"('人', '顧み')",3
"('人', '覚悟')",3
"('の', '許諾')",3
"('の', '吾妻橋')",3
"('の', '処')",3
"('の', '振り廻わす')",3
"('の', '軒下')",3
"('の', '犬')",3
"('の', '忍ばし')",3
"('の', '報道')",3
"('の', '得々')",3
"('の', '逢う')",3
"('の', '車夫')",3
"('の', '馬丁')",3
"('の', '無頼')",3
"('の', '漢')",3
"('ごろつき', 'の')",3
"('の', '雇婆')",3
"('の', '産婆')",3
"('の', '妖婆')",3
"('の', '按摩')",3
"('の', '頓馬')",3
"('の', '国家')",3
"('の', '有用')",3
"('の', '材')",3
"('の', '煩')",3
"('の', '及ぼし')",3
"('の', '顧み')",3
"('の', '覚悟')",3
"('し', '許諾')",3
"('以上', '許諾')",3
"('は', '許諾')",3
"('以上', '経')",3
"('ず', 'など')",3
"('し', '吾妻橋')",3
"('し', '事件')",3
"('し', '処')",3
"('し', '振り廻わす')",3
"('し', '軒下')",3
"('し', '忍ばし')",3
"('し', '報道')",3
"('し', '得々')",3
"('し', '逢う')",3
"('し', '車夫')",3
"('し', '馬丁')",3
"('し', '無頼')",3
"('し', '漢')",3
"('ごろつき', 'し')",3
"('し', '雇婆')",3
"('し', '産婆')",3
"('し', '妖婆')",3
"('し', '按摩')",3
"('し', '頓馬')",3
"('し', '使用')",3
"('し', '国家')",3
"('し', '有用')",3
"('し', '材')",3
"('し', '煩')",3
"('し', '及ぼし')",3
"('し', '顧み')",3
"('し', '覚悟')",3
"('以上', '吾妻橋')",3
"('は', '吾妻橋')",3
"('事件', '至る')",3
"('事件', '以上')",3
"('は', '事件')",3
"('が', '事件')",3
"('など', '以上')",3
"('その', '至る')",3
"('使用', '至る')",3
"('以上', '処')",3
"('は', '処')",3
"('以上', '振り廻わす')",3
"('は', '振り廻わす')",3
"('以上', '軒下')",3
"('以上', '犬')",3
"('以上', '忍ばし')",3
"('その', '以上')",3
"('以上', '報道')",3
"('以上', '得々')",3
"('以上', '逢う')",3
"('以上', '吹聴')",3
"('以上', '以上')",3
"('以上', '車夫')",3
"('以上', '馬丁')",3
"('以上', '無頼')",3
"('以上', '漢')",3
"('ごろつき', '以上')",3
"('以上', '書生')",3
"('以上', '日')",3
"('以上', '雇婆')",3
"('以上', '産婆')",3
"('以上', '妖婆')",3
"('以上', '按摩')",3
"('以上', '頓馬')",3
"('まで', '以上')",3
"('以上', '使用')",3
"('以上', '国家')",3
"('以上', '有用')",3
"('以上', '材')",3
"('以上', '煩')",3
"('以上', '及ぼし')",3
"('以上', '顧み')",3
"('以上', '覚悟')",3
"('は', '軒下')",3
"('は', '犬')",3
"('は', '忍ばし')",3
"('は', '報道')",3
"('は', '得々')",3
"('は', '逢う')",3
"('は', '車夫')",3
"('は', '馬丁')",3
"('は', '無頼')",3
"('は', '漢')",3
"('ごろつき', 'は')",3
"('は', '雇婆')",3
"('は', '産婆')",3
"('は', '妖婆')",3
"('は', '按摩')",3
"('は', '頓馬')",3
"('は', '国家')",3
"('は', '有用')",3
"('は', '材')",3
"('は', '煩')",3
"('は', '及ぼし')",3
"('は', '顧み')",3
"('は', '覚悟')",3
"('ざる', 'その')",3
"('と', '使用')",3
"('書生', '猫')",3
"('も', '書生')",3
"('まで', '使用')",3
"('吾輩', '年')",3
"('ざる', '吾輩')",3
"('は', '極度')",3
"('は', '達し')",3
"('は', '脳')",3
"('あえて', 'は')",3
"('は', '中学')",3
"('は', '劣ら')",3
"('は', '悲しい')",3
"('は', '構造')",3
"('は', '饒舌')",3
"('と', '進化')",3
"('と', '力')",3
"('と', '発達')",3
"('し', 'のみ')",3
"('て', '極度')",3
"('て', '達し')",3
"('て', '脳')",3
"('あえて', 'て')",3
"('て', '中学')",3
"('て', '劣ら')",3
"('て', '悲しい')",3
"('て', '構造')",3
"('て', '饒舌')",3
"('で', '進化')",3
"('まで', '進化')",3
"('に', '極度')",3
"('に', '達し')",3
"('に', '脳')",3
"('あえて', 'に')",3
"('に', '中学')",3
"('つもり', 'に')",3
"('に', '悲しい')",3
"('に', '構造')",3
"('に', '饒舌')",3
"('いる', 'ざる')",3
"('なら', 'のみ')",3
"('のみ', '年')",3
"('な', 'のみ')",3
"('なら', '三')",3
"('なら', '年')",3
"('だけ', 'なら')",3
"('ず', '年')",3
"('か', 'ず')",3
"('まで', '力')",3
"('で', '発達')",3
"('も', '発達')",3
"('人間', '発達')",3
"('おい', 'な')",3
"('おい', 'ない')",3
"('ざる', 'ない')",3
"('を', '適当')",3
"('と', '適当')",3
"('猫', '相互')",3
"('で', '生れ')",3
"('ない', '生れ')",3
"('の', '因果')",3
"('ない', '寒月')",3
"('ある', '迷亭')",3
"('沙弥', '苦')",3
"('ない', '苦')",3
"('ない', '沙弥')",3
"('だけ', '先生')",3
"('より', '三')",3
"('の', '寸')",3
"('の', '舌頭')",3
"('の', '相互')",3
"('の', '思想')",3
"('の', '交換')",3
"('の', '技倆')",3
"('の', '忍び')",3
"('の', '術')",3
"('の', '達者')",3
"('は', '相互')",3
"('あれ', 'を')",3
"('あれ', 'て')",3
"('が', 'ど')",3
"('は', '生徒')",3
"('で', '生徒')",3
"('ます', '生徒')",3
"('が', '生徒')",3
"('だ', '生徒')",3
"('から', 'ほか')",3
"('から', '奴')",3
"('ます', '先生')",3
"('ん', '先生')",3
"('は', '英語')",3
"('Savage', 'は')",3
"('tea', 'は')",3
"('は', '物笑い')",3
"('は', 'ほか')",3
"('は', '迷惑')",3
"('は', '困り')",3
"('は', '大方')",3
"('は', '極っ')",3
"('は', 'まさあ')",3
"('は', '面構え')",3
"('は', '奴')",3
"('なけれ', 'は')",3
"('は', '怪しかり')",3
"('で', '英語')",3
"('ます', '英語')",3
"('が', '英語')",3
"('だ', '英語')",3
"('Savage', 'で')",3
"('tea', 'で')",3
"('で', '物笑い')",3
"('で', '迷惑')",3
"('で', '困り')",3
"('で', '大方')",3
"('で', '極っ')",3
"('で', 'まさあ')",3
"('で', '面構え')",3
"('で', 'なけれ')",3
"('で', '怪しかり')",3
"('ます', '何')",3
"('Savage', 'ます')",3
"('tea', 'ます')",3
"('ます', '真面目')",3
"('ます', '答え')",3
"('ます', '間')",3
"('ます', '物笑い')",3
"('ほか', 'ます')",3
"('ます', '迷惑')",3
"('ます', '困り')",3
"('ます', '云っ')",3
"('ます', '大方')",3
"('ぜ', 'ます')",3
"('ます', '極っ')",3
"('まさあ', 'ます')",3
"('そんな', 'ます')",3
"('ます', '面構え')",3
"('いや', 'ます')",3
"('ます', '奴')",3
"('なけれ', 'ます')",3
"('ば', 'ます')",3
"('ます', '疋')",3
"('ます', '怪しかり')",3
"('だ', '聞か')",3
"('Savage', 'が')",3
"('Savage', 'だ')",3
"('tea', 'が')",3
"('tea', 'だ')",3
"('ある', '答え')",3
"('を', '答え')",3
"('そんな', 'た')",3
"('いや', 'た')",3
"('た', 'なけれ')",3
"('そんな', 'ん')",3
"('よ', 'ん')",3
"('も', '間')",3
"('事', '間')",3
"('だ', '間')",3
"('一', '間')",3
"('疋', '間')",3
"('が', '物笑い')",3
"('だ', '物笑い')",3
"('なっ', 'ば')",3
"('い', 'な')",3
"('い', 'って')",3
"('いや', 'どう')",3
"('も', '怪しから')",3
"('も', '疋')",3
"('あんな', '事')",3
"('あんな', 'な')",3
"('が', '迷惑')",3
"('が', '困り')",3
"('が', '大方')",3
"('が', '極っ')",3
"('が', 'まさあ')",3
"('が', '面構え')",3
"('が', '怪しかり')",3
"('だ', '迷惑')",3
"('だ', '困り')",3
"('云っ', '猫')",3
"('一', '云っ')",3
"('だ', '大方')",3
"('だ', '極っ')",3
"('だ', 'まさあ')",3
"('だ', '面構え')",3
"('だ', '疋')",3
"('だ', '怪しかり')",3
"('そんな', 'です')",3
"('いや', 'を')",3
"('なけれ', 'を')",3
"('怪しから', '猫')",3
"('って', '一')",3
"('しかし', '顔')",3
"('か', 'しかし')",3
"('の', 'シーザー')",3
"('の', '鋏')",3
"('ちょん切っ', 'の')",3
"('の', '安置')",3
"('どんな', 'の')",3
"('当家', '猫')",3
"('し', '者')",3
"('たら', 'ましょう')",3
"('と', '喩え')",3
"('を', '喩え')",3
"('と', '額')",3
"('を', '額')",3
"('と', '地面')",3
"('と', '英雄')",3
"('と', '鼻柱')",3
"('と', '突')",3
"('と', '兀')",3
"('と', '聳え')",3
"('と', '碁盤')",3
"('と', '奈良')",3
"('と', '大仏')",3
"('と', '据え付け')",3
"('と', '失する')",3
"('と', '極')",3
"('と', '美的')",3
"('と', '価値')",3
"('と', '落す')",3
"('と', '思い')",3
"('その', '云う')",3
"('を', '地面')",3
"('を', '英雄')",3
"('を', '鼻柱')",3
"('を', '突')",3
"('を', '兀')",3
"('し', 'だろう')",3
"('て', '比例')",3
"('を', '聳え')",3
"('たら', '事')",3
"('を', '碁盤')",3
"('を', '奈良')",3
"('を', '大仏')",3
"('を', '据え付け')",3
"('を', '失する')",3
"('を', '極')",3
"('を', '美的')",3
"('を', '価値')",3
"('を', '落す')",3
"('を', '思い')",3
"('で', '比例')",3
"('一', '二')",3
"('のみ', '一')",3
"('なら', '一')",3
"('ぬ', '一')",3
"('やっ', '事')",3
"('た', '限ら')",3
"('た', 'るる')",3
"('た', '好奇')",3
"('いえ', 'た')",3
"('た', '心理')",3
"('た', '的')",3
"('た', '特権')",3
"('た', '世界')",3
"('た', '生れ出')",3
"('た', '認定')",3
"('のみ', '事')",3
"('いえ', '事')",3
"('ど', '事')",3
"('なら', '二')",3
"('ぬ', '二')",3
"('たい', 'のみ')",3
"('たい', '心')",3
"('たい', 'ば')",3
"('で', '限ら')",3
"('で', 'るる')",3
"('で', '好奇')",3
"('で', '心理')",3
"('で', '特権')",3
"('で', '世界')",3
"('で', '生れ出')",3
"('ば', '人間')",3
"('に', '認定')",3
"('この', '心')",3
"('いえ', 'ない')",3
"('と', '認定')",3
"('いえ', 'し')",3
"('この', '的')",3
"('し', '有し')",3
"('て', '認定')",3
"('なるほど', 'に')",3
"('なるほど', '猫')",3
"('て', 'なるほど')",3
"('が', 'なるほど')",3
"('ない', 'なるほど')",3
"('事', '寒月')",3
"('ない', '君')",3
"('ため', '家')",3
"('ため', 'ない')",3
"('に', 'まじき')",3
"('に', '義侠')",3
"('に', '動静')",3
"('に', '窺っ')",3
"('に', '一遍')",3
"('に', '良心')",3
"('に', '恥ずる')",3
"('に', '陋劣')",3
"('に', '振舞')",3
"('に', '致し')",3
"('猫', '起し')",3
"('猫', '金田')",3
"('ある', '起し')",3
"('ある', '金田')",3
"('まじき', 'を')",3
"('ほど', '一')",3
"('それ', 'ほど')",3
"('を', '義侠')",3
"('な', '心')",3
"('を', '動静')",3
"('を', '窺っ')",3
"('を', '一遍')",3
"('を', '後')",3
"('を', '決して')",3
"('を', '良心')",3
"('を', '恥ずる')",3
"('を', '陋劣')",3
"('を', '振舞')",3
"('を', '致し')",3
"('事', '起し')",3
"('た', '金田')",3
"('事', '金田')",3
"('が', '金田')",3
"('で', '金田')",3
"('な', 'ながら')",3
"('それ', '事')",3
"('事', '決して')",3
"('な', '決して')",3
"('は', '悲し')",3
"('ずく', 'は')",3
"('は', '叶わ')",3
"('は', '強勢')",3
"('は', '権利')",3
"('なり', 'は')",3
"('は', '存在')",3
"('こっち', 'は')",3
"('は', '道理')",3
"('は', '議論')",3
"('は', '通ら')",3
"('ある', '格言')",3
"('が', '格言')",3
"('格言', '猫')",3
"('が', '浮世')",3
"('いかに', 'が')",3
"('くらい', '人')",3
"('で', '見れ')",3
"('たる', 'ぬ')",3
"('もの', '訳')",3
"('いかなる', 'で')",3
"('で', '盛徳')",3
"('で', '邸内')",3
"('で', '油断')",3
"('も', '決して')",3
"('ぬ', '訳')",3
"('を', '考え')",3
"('た', '脳裏')",3
"('猫', '脳裏')",3
"('なく', '得')",3
"('し', '時')",3
"('か', '安')",3
"('が', '安')",3
"('て', '安')",3
"('で', '愉快')",3
"('と', '不')",3
"('が', '堂々')",3
"('て', '堂々')",3
"('たる', '人間')",3
"('たる', '云う')",3
"('たる', '吾輩')",3
"('これ', '人間')",3
"('人間', '察せ')",3
"('が', '恐れ')",3
"('が', '手出し')",3
"('が', '有ろう')",3
"('が', '早く')",3
"('が', '処分')",3
"('が', '不平')",3
"('が', '洩らさ')",3
"('が', '全く')",3
"('が', '個')",3
"('が', '維持')",3
"('が', '自重')",3
"('が', '故')",3
"('が', '察せ')",3
"('猫', '鈴木')",3
"('て', '恐れ')",3
"('て', '手出し')",3
"('て', '有ろう')",3
"('て', '早く')",3
"('て', '処分')",3
"('て', '不平')",3
"('て', '洩らさ')",3
"('て', '個')",3
"('て', '体面')",3
"('て', '維持')",3
"('て', '自重')",3
"('て', '故')",3
"('ぬ', '鈴木')",3
"('ぬ', '君')",3
"('云う', '君')",3
"('これ', '事')",3
"('は', '察せ')",3
"('ない', '全く')",3
"('吾輩', '鈴木')",3
"('吾輩', '心')",3
"('し', '全く')",3
"('し', '鈴木')",3
"('し', '体面')",3
"('し', '察せ')",3
"('か', '自分')",3
"('自分', '自己')",3
"('君', '鈴木')",3
"('する', '鈴木')",3
"('ある', '鈴木')",3
"('で', '体面')",3
"('た', 'もし')",3
"('に', '腕力')",3
"('も', '腕力')",3
"('を', '腕力')",3
"('に', '訴え')",3
"('に', '童子')",3
"('に', '自由')",3
"('に', '上下')",3
"('に', '重んずる')",3
"('に', '股肱')",3
"('に', '藤十郎')",3
"('に', '四方')",3
"('に', '真中')",3
"('に', '鎮座')",3
"('に', 'まします')",3
"('に', '明神')",3
"('に', '如何')",3
"('も', '訴え')",3
"('を', '訴え')",3
"('た', '点')",3
"('た', 'たる')",3
"('た', '大')",3
"('なら', '点')",3
"('も', '童子')",3
"('を', '童子')",3
"('も', '自由')",3
"('も', '上下')",3
"('も', '体面')",3
"('も', '重んずる')",3
"('も', '金田')",3
"('も', '股肱')",3
"('も', '鈴木')",3
"('も', '藤十郎')",3
"('も', '四方')",3
"('も', '真中')",3
"('も', '鎮座')",3
"('まします', 'も')",3
"('も', '明神')",3
"('も', '如何')",3
"('を', '自由')",3
"('を', '上下')",3
"('を', '重んずる')",3
"('を', '股肱')",3
"('を', '藤十郎')",3
"('を', '四方')",3
"('を', '真中')",3
"('を', '鎮座')",3
"('まします', 'を')",3
"('を', '明神')",3
"('を', '如何')",3
"('あろう', 'し')",3
"('し', '考える')",3
"('いかに', 'し')",3
"('し', '大')",3
"('いかに', 'で')",3
"('あろう', 'この')",3
"('と', '点')",3
"('出来', '点')",3
"('その', '考える')",3
"('この', '考える')",3
"('この', 'その')",3
"('この', '人')",3
"('事', '人')",3
"('この', '出来')",3
"('する', '二')",3
"('事', '大')",3
"('あっ', 'ぬ')",3
"('あっ', '人間')",3
"('に', '相手')",3
"('しかし', 'だけ')",3
"('は', '忍ば')",3
"('だけ', 'ぬ')",3
"('だけ', '訳')",3
"('だけ', '時々')",3
"('は', '対する')",3
"('は', '憎悪')",3
"('は', '増す')",3
"('は', '苦い')",3
"('せ', '五')",3
"('て', '二十')",3
"('二十', '吾輩')",3
"('て', '四')",3
"('する', '四')",3
"('四', '猫')",3
"('ない', '四')",3
"('の', 'べから')",3
"('を', '出来事')",3
"('を', '少なく')",3
"('かかる', 'を')",3
"('を', '文')",3
"('を', '鼓吹')",3
"('を', '企て及ぶ')",3
"('を', '芸当')",3
"('を', '自白')",3
"('いくら', 'て')",3
"('に', 'べから')",3
"('に', '得')",3
"('かかる', 'も')",3
"('いくら', 'も')",3
"('かかる', 'と')",3
"('だろう', '吾輩')",3
"('だろう', 'ない')",3
"('いくら', 'ない')",3
"('と', '得')",3
"('は', '休養')",3
"('に', 'ほのか')",3
"('に', '承われ')",3
"('に', '恋')",3
"('に', '称する')",3
"('に', '俳諧')",3
"('に', '趣味')",3
"('に', '現象')",3
"('に', '春さき')",3
"('に', '町内')",3
"('に', '浮かれ')",3
"('く', 'に')",3
"('に', '夜')",3
"('に', '心的')",3
"('に', '遭逢')",3
"('と', '夢')",3
"('云う', '共')",3
"('共', '吾輩')",3
"('も', '夢')",3
"('ある', '夢')",3
"('吾輩', '夢')",3
"('まで', '事')",3
"('ある', 'とっ')",3
"('ここ', 'この')",3
"('を', 'パラドックス')",3
"('も', 'パラドックス')",3
"('を', '道破')",3
"('を', '天地')",3
"('を', '開闢')",3
"('を', '以来')",3
"('を', '満更')",3
"('を', '虚栄')",3
"('を', '出る')",3
"('を', '是非')",3
"('を', '理由')",3
"('を', '申し上げ')",3
"('を', '諸君')",3
"('を', '叩き込み')",3
"('も', '道破')",3
"('し', '馬鹿')",3
"('吾輩', '者')",3
"('は', '馬鹿')",3
"('も', '天地')",3
"('も', '開闢')",3
"('も', '以来')",3
"('で', '馬鹿')",3
"('ながら', '云う')",3
"('も', '満更')",3
"('も', '虚栄')",3
"('も', '出る')",3
"('も', '是非')",3
"('も', '理由')",3
"('も', '申し上げ')",3
"('も', '諸君')",3
"('も', '脳裏')",3
"('も', '叩き込み')",3
"('ここ', '云う')",3
"('から', 'ここ')",3
"('ここ', '事')",3
"('て', '馬鹿')",3
"('事', '馬鹿')",3
"('の', '馬鹿')",3
"('なる', '事')",3
"('の', '立場')",3
"('の', '事実')",3
"('かえって', 'の')",3
"('の', '能力')",3
"('の', '証明')",3
"('の', '解釈')",3
"('から', '出来る')",3
"('云う', '出来る')",3
"('が', '同一')",3
"('を', '神')",3
"('出来る', '神')",3
"('し', '出来る')",3
"('に', '神')",3
"('また', '人間')",3
"('に', '数')",3
"('あっ', 'だけ')",3
"('だけ', 'なく')",3
"('この', 'だけ')",3
"('を', '多く')",3
"('出来る', '多く')",3
"('同じ', '顔')",3
"('し', '同じ')",3
"('なく', '云う')",3
"('に', '当初')",3
"('から', '同じ')",3
"('に', '胸中')",3
"('に', '成算')",3
"('に', '示し')",3
"('に', '杓子')",3
"('に', '造ろう')",3
"('に', 'やりかけ')",3
"('に', '旨く')",3
"('に', '作り')",3
"('に', '損ね')",3
"('に', '乱雑')",3
"('に', '状態')",3
"('に', '陥っ')",3
"('あっ', 'なく')",3
"('なく', 'ほど')",3
